area,bedrooms,bathrooms,balcony,location,price
546,2,2,0,Bangalore,14360000
2377,4,4,3,Bangalore,67545000
634,1,1,3,Bangalore,12810000
1059,2,2,0,Bangalore,23745000
1415,2,2,1,Bangalore,17385000
2110,5,5,0,Bangalore,65930000
2250,3,3,0,Bangalore,62850000
2972,5,5,3,Bangalore,99770000
2055,5,5,2,Bangalore,44190000
2686,3,3,0,Bangalore,51590000
517,1,2,2,Bangalore,12340000
1849,5,5,1,Bangalore,45480000
875,2,3,3,Bangalore,9890000
1549,3,3,1,Bangalore,43055000
1654,3,3,1,Bangalore,56235000
2142,4,4,1,Bangalore,57360000
3195,4,4,1,Bangalore,64105000
2966,3,3,2,Bangalore,111755000
3023,3,3,0,Bangalore,125390000
705,1,2,3,Bangalore,20595000
2889,5,6,3,Bangalore,75275000
914,3,4,2,Bangalore,24100000
1541,3,4,3,Bangalore,34530000
3262,3,4,3,Bangalore,112375000
1443,3,4,1,Bangalore,28405000
850,2,2,1,Bangalore,19775000
1431,2,3,2,Bangalore,24395000
1616,3,4,3,Bangalore,50900000
1517,3,3,1,Bangalore,41630000
2034,5,5,1,Bangalore,61030000
1496,2,2,2,Bangalore,38880000
3260,4,4,2,Bangalore,40905000
1326,2,2,1,Bangalore,34575000
1598,5,5,1,Bangalore,42285000
3394,4,4,3,Bangalore,73670000
638,1,1,1,Bangalore,15905000
2356,3,4,0,Bangalore,44755000
572,1,2,2,Bangalore,16575000
2641,3,4,0,Bangalore,83890000
834,3,4,3,Bangalore,14165000
2956,4,4,0,Bangalore,90465000
1690,3,4,0,Bangalore,29480000
1330,2,2,0,Bangalore,31010000
1415,3,3,2,Bangalore,33305000
1999,3,3,1,Bangalore,44260000
1543,4,4,3,Bangalore,56910000
1223,2,3,3,Bangalore,30955000
1545,5,5,3,Bangalore,50205000
3258,3,3,3,Bangalore,96775000
1186,3,3,0,Bangalore,28770000
1894,3,3,1,Bangalore,50470000
2905,4,5,3,Bangalore,84810000
2883,4,5,2,Bangalore,81570000
3385,4,4,3,Bangalore,39925000
1599,4,4,1,Bangalore,41080000
3371,3,3,0,Bangalore,98535000
3363,5,5,3,Bangalore,89370000
1171,3,3,1,Bangalore,34185000
2465,5,5,1,Bangalore,67940000
2572,5,6,0,Bangalore,77065000
607,1,2,2,Bangalore,12995000
667,2,2,2,Bangalore,14300000
2049,3,3,1,Bangalore,47555000
2783,5,5,1,Bangalore,104835000
1862,3,4,1,Bangalore,33395000
1738,3,3,3,Bangalore,32540000
605,1,1,0,Bangalore,13605000
3335,4,5,3,Bangalore,91165000
3370,3,3,0,Bangalore,82630000
2041,3,3,3,Bangalore,44440000
3180,3,3,1,Bangalore,100300000
1199,2,2,3,Bangalore,26185000
2652,3,3,2,Bangalore,63315000
2478,3,4,0,Bangalore,100170000
3442,3,3,1,Bangalore,63565000
1097,2,2,1,Bangalore,26165000
1946,4,4,3,Bangalore,26680000
3217,3,3,3,Bangalore,70115000
1002,3,3,1,Bangalore,20460000
2317,3,3,0,Bangalore,87345000
2290,3,4,1,Bangalore,55615000
2440,3,4,2,Bangalore,47725000
1735,3,3,1,Bangalore,59495000
2331,3,4,2,Bangalore,82750000
1106,2,2,2,Bangalore,16195000
3393,5,6,0,Bangalore,148125000
2978,4,4,3,Bangalore,89310000
2051,3,3,1,Bangalore,43305000
3227,3,3,0,Bangalore,79400000
2692,3,3,3,Bangalore,61540000
784,1,1,1,Bangalore,14405000
3201,3,3,3,Bangalore,63220000
3449,3,3,2,Bangalore,97465000
1437,2,2,1,Bangalore,34730000
2654,4,4,1,Bangalore,101605000
3344,4,4,0,Bangalore,71355000
2627,5,5,0,Bangalore,73600000
3204,5,6,1,Bangalore,87775000
2271,4,4,0,Bangalore,49745000
1276,3,3,0,Bangalore,24210000
1850,3,4,1,Bangalore,28940000
1843,4,4,0,Bangalore,58030000
3385,3,3,0,Bangalore,98420000
1700,3,4,2,Bangalore,46100000
2790,3,3,2,Bangalore,112770000
1031,2,2,0,Bangalore,26325000
726,1,2,0,Bangalore,18245000
1820,3,3,1,Bangalore,41080000
1725,3,3,3,Bangalore,50700000
1732,4,5,2,Bangalore,55735000
1347,3,3,2,Bangalore,30555000
2727,4,4,1,Bangalore,56375000
2065,5,5,1,Bangalore,58410000
1341,3,4,1,Bangalore,23870000
2571,5,5,1,Bangalore,81680000
2478,3,4,2,Bangalore,96615000
2724,3,4,1,Bangalore,105245000
2790,5,5,2,Bangalore,95275000
657,1,1,2,Bangalore,11300000
3118,3,3,3,Bangalore,111045000
2410,3,3,1,Bangalore,93540000
2653,3,3,0,Bangalore,82740000
812,2,2,2,Bangalore,16305000
3394,3,4,1,Bangalore,149810000
2719,3,3,0,Bangalore,79225000
584,1,2,3,Bangalore,13345000
1830,3,3,0,Bangalore,19915000
2997,3,3,3,Bangalore,30885000
2679,3,3,2,Bangalore,108385000
574,1,1,0,Bangalore,15060000
638,1,1,0,Bangalore,16415000
887,2,2,1,Bangalore,19810000
2395,3,3,3,Bangalore,60840000
2568,5,6,0,Bangalore,81595000
829,3,3,1,Bangalore,17395000
3064,3,4,0,Bangalore,83180000
1450,2,2,0,Bangalore,31505000
1319,2,2,2,Bangalore,28540000
3327,3,3,3,Bangalore,85885000
1139,3,3,1,Bangalore,28575000
1703,3,3,1,Bangalore,33170000
674,2,3,0,Bangalore,11745000
1950,5,5,1,Bangalore,30725000
2214,3,3,1,Bangalore,71400000
1963,3,3,0,Bangalore,41025000
2230,4,4,2,Bangalore,73150000
3432,3,3,0,Bangalore,128165000
2743,3,4,1,Bangalore,65535000
3462,4,5,2,Bangalore,101190000
1600,4,4,3,Bangalore,50320000
577,1,2,3,Bangalore,14565000
1658,3,3,3,Bangalore,41930000
791,1,1,3,Bangalore,13255000
3025,3,3,0,Bangalore,51860000
1292,3,3,1,Bangalore,31765000
586,1,1,2,Bangalore,9380000
503,1,1,1,Bangalore,12080000
1974,5,5,3,Bangalore,50930000
1435,2,2,2,Bangalore,30345000
2439,3,3,1,Bangalore,62885000
974,2,3,0,Bangalore,25875000
3342,4,4,2,Bangalore,97700000
2300,3,3,1,Bangalore,70665000
1290,2,3,2,Bangalore,32945000
1508,5,6,1,Bangalore,28115000
937,3,3,3,Bangalore,28245000
3134,3,4,1,Bangalore,75845000
1456,2,2,3,Bangalore,19505000
3342,3,3,3,Bangalore,89240000
3235,3,3,2,Bangalore,88940000
3116,3,3,0,Bangalore,88425000
868,2,2,3,Bangalore,23090000
1598,4,5,2,Bangalore,48905000
2646,3,3,1,Bangalore,68525000
2731,3,3,1,Bangalore,67285000
2906,3,3,1,Bangalore,108790000
1479,2,3,1,Bangalore,31525000
1901,4,4,1,Bangalore,37370000
993,3,3,3,Bangalore,21850000
589,1,1,3,Bangalore,12470000
2800,4,5,1,Bangalore,85855000
2001,3,3,2,Bangalore,55360000
3491,4,4,3,Bangalore,106200000
777,1,1,3,Bangalore,16130000
1928,4,5,2,Bangalore,33790000
3092,4,4,1,Bangalore,55350000
897,2,2,1,Bangalore,28945000
2675,5,5,3,Bangalore,89790000
2985,3,3,0,Bangalore,77005000
1847,5,5,1,Bangalore,31740000
2431,4,4,1,Bangalore,87540000
2493,3,4,3,Bangalore,67180000
3308,4,4,0,Bangalore,88160000
1153,2,2,0,Bangalore,23490000
1240,3,4,1,Bangalore,29790000
2291,5,6,0,Bangalore,70330000
2966,4,4,2,Bangalore,98870000
3265,5,6,2,Bangalore,98145000
901,2,2,0,Bangalore,15295000
1945,4,4,0,Bangalore,37485000
2420,4,5,3,Bangalore,53415000
2538,5,6,0,Bangalore,67475000
3474,5,5,1,Bangalore,102645000
606,1,2,1,Bangalore,11605000
2411,3,3,3,Bangalore,58050000
564,2,2,2,Bangalore,13210000
2515,3,3,0,Bangalore,86320000
3366,3,3,3,Bangalore,94065000
513,1,1,1,Bangalore,10235000
1489,2,3,3,Bangalore,41770000
2918,3,3,2,Bangalore,112625000
2822,4,4,3,Bangalore,83385000
3074,4,5,1,Bangalore,81435000
2804,3,3,1,Bangalore,76105000
720,1,1,1,Bangalore,18645000
2458,3,3,0,Bangalore,86010000
1486,2,2,3,Bangalore,29505000
2972,3,3,3,Bangalore,112095000
1457,2,2,1,Bangalore,27000000
3158,4,4,0,Bangalore,125425000
2147,4,5,0,Bangalore,53170000
1843,4,4,1,Bangalore,47750000
727,2,2,2,Bangalore,6830000
2486,4,4,3,Bangalore,75250000
1835,4,4,1,Bangalore,50100000
2992,5,5,1,Bangalore,121300000
3162,4,5,2,Bangalore,99450000
2856,4,5,1,Bangalore,111345000
3046,3,3,3,Bangalore,91490000
2339,4,5,0,Bangalore,73480000
1327,3,4,3,Bangalore,26640000
1503,5,5,1,Bangalore,41265000
2533,4,4,1,Bangalore,62715000
587,1,1,1,Bangalore,13295000
1224,3,3,1,Bangalore,9050000
2974,4,5,2,Bangalore,96660000
2950,4,5,2,Bangalore,82540000
698,1,1,1,Bangalore,17365000
2690,4,4,1,Bangalore,98960000
2529,5,5,0,Bangalore,111075000
1980,4,5,3,Bangalore,53865000
3316,3,4,1,Bangalore,103660000
535,1,1,3,Bangalore,13605000
1663,3,4,1,Bangalore,41720000
3126,3,3,1,Bangalore,93755000
879,3,4,2,Bangalore,20375000
1626,4,4,2,Bangalore,23910000
713,2,3,1,Bangalore,18295000
1092,3,3,0,Bangalore,35185000
2565,5,6,0,Bangalore,42765000
1467,2,3,3,Bangalore,36510000
3178,4,5,1,Bangalore,139065000
836,3,3,0,Bangalore,23935000
1937,3,3,1,Bangalore,59020000
1321,2,2,0,Bangalore,14060000
2595,3,3,3,Bangalore,99415000
3056,3,4,0,Bangalore,98220000
3043,3,3,1,Bangalore,107005000
1154,2,3,0,Bangalore,21070000
3035,3,3,3,Bangalore,88140000
1330,3,3,1,Bangalore,26510000
702,1,1,1,Bangalore,16160000
3491,4,5,3,Bangalore,72800000
1243,3,4,3,Bangalore,15285000
1775,5,5,1,Bangalore,53465000
1359,3,4,1,Bangalore,28620000
2301,4,4,3,Bangalore,70870000
2335,3,3,3,Bangalore,66065000
2667,4,4,3,Bangalore,100750000
3182,4,4,1,Bangalore,102830000
686,2,3,0,Bangalore,12190000
1799,3,3,3,Bangalore,35255000
645,1,2,2,Bangalore,11660000
2522,4,4,0,Bangalore,84540000
1862,3,3,3,Bangalore,50180000
2484,3,3,1,Bangalore,47925000
1408,2,2,0,Bangalore,29010000
1627,4,5,2,Bangalore,29710000
1143,3,3,1,Bangalore,26885000
1211,3,3,2,Bangalore,25895000
2126,5,5,3,Bangalore,67160000
2825,3,3,1,Bangalore,93265000
3006,3,3,0,Bangalore,111795000
2420,3,3,2,Bangalore,46185000
2576,3,3,0,Bangalore,68365000
1816,5,5,0,Bangalore,32935000
1232,2,3,0,Bangalore,12635000
1585,5,5,0,Bangalore,43525000
901,2,3,0,Bangalore,18330000
3193,3,4,0,Bangalore,62755000
3278,4,4,1,Bangalore,72645000
2861,3,4,0,Bangalore,82335000
1246,2,2,3,Bangalore,20940000
1555,3,3,1,Bangalore,30335000
1856,5,5,1,Bangalore,43675000
1898,3,4,2,Bangalore,51930000
2908,4,4,3,Bangalore,104840000
599,1,1,1,Bangalore,10520000
1428,2,3,3,Bangalore,33170000
1908,4,5,0,Bangalore,26395000
1803,3,4,3,Bangalore,25510000
3261,4,4,2,Bangalore,93390000
1787,4,4,2,Bangalore,35065000
1055,2,2,0,Bangalore,20300000
2105,3,3,2,Bangalore,37865000
2578,4,4,3,Bangalore,77830000
2944,3,3,2,Bangalore,95320000
3106,5,5,1,Bangalore,88530000
3101,3,4,3,Bangalore,53815000
896,3,4,2,Bangalore,25315000
3336,4,4,1,Bangalore,86350000
1355,3,4,1,Bangalore,35415000
628,1,2,0,Bangalore,19670000
1164,3,3,2,Bangalore,29085000
2319,4,4,1,Bangalore,66310000
1711,4,5,0,Bangalore,40395000
2322,4,5,3,Bangalore,122730000
2443,3,3,0,Bangalore,50745000
849,2,2,0,Bangalore,15940000
3272,5,5,1,Bangalore,96420000
2483,5,6,0,Bangalore,46385000
3373,3,4,3,Bangalore,81465000
1223,2,2,0,Bangalore,28440000
3321,4,4,0,Bangalore,99385000
3469,5,5,2,Bangalore,84840000
1445,2,2,3,Bangalore,34435000
657,1,1,3,Bangalore,14015000
2527,5,6,3,Bangalore,67195000
1878,4,4,0,Bangalore,41315000
1915,5,5,1,Bangalore,40130000
1115,3,3,3,Bangalore,26185000
2945,5,5,3,Bangalore,53970000
1582,3,3,3,Bangalore,29425000
3386,3,4,2,Bangalore,65220000
1344,2,2,1,Bangalore,22420000
646,1,1,0,Bangalore,9365000
2795,5,5,1,Bangalore,80250000
2286,5,6,1,Bangalore,70650000
3407,5,6,1,Bangalore,131090000
1947,3,3,2,Bangalore,57445000
3437,3,3,3,Bangalore,72090000
1882,3,4,1,Bangalore,33840000
2957,3,4,3,Bangalore,101925000
918,2,2,0,Bangalore,15210000
1276,3,3,2,Bangalore,24845000
2163,4,4,0,Bangalore,35960000
1386,2,2,0,Bangalore,21600000
3259,3,3,0,Bangalore,107615000
2211,3,4,0,Bangalore,85740000
507,1,2,2,Bangalore,16110000
3313,3,4,1,Bangalore,63640000
1138,3,3,2,Bangalore,24345000
2338,4,4,0,Bangalore,75150000
3370,5,5,1,Bangalore,126420000
1797,3,3,1,Bangalore,53555000
1837,3,4,2,Bangalore,28920000
2445,5,6,1,Bangalore,50360000
2758,3,4,3,Bangalore,80585000
922,3,3,2,Bangalore,18070000
1034,3,3,3,Bangalore,19875000
770,2,2,2,Bangalore,20380000
2545,4,4,2,Bangalore,101600000
2798,3,4,3,Bangalore,100115000
907,3,3,0,Bangalore,21845000
3135,3,4,2,Bangalore,87365000
3401,5,5,1,Bangalore,99910000
1727,3,4,3,Bangalore,38835000
2676,3,3,3,Bangalore,77495000
1618,3,4,3,Bangalore,47785000
2407,4,4,2,Bangalore,104015000
540,1,1,0,Bangalore,13005000
2687,3,4,1,Bangalore,83090000
2443,4,4,1,Bangalore,43675000
2423,3,4,1,Bangalore,8735000
1437,3,3,0,Bangalore,25375000
1152,3,3,2,Bangalore,31795000
818,2,2,3,Bangalore,17590000
1203,3,4,0,Bangalore,19140000
1513,3,3,0,Bangalore,36370000
766,2,2,1,Bangalore,17960000
2031,4,4,0,Bangalore,67460000
817,3,3,1,Bangalore,12150000
2243,4,5,1,Bangalore,48440000
2851,4,4,0,Bangalore,71915000
529,1,2,2,Bangalore,11985000
3413,3,3,1,Bangalore,93060000
1120,3,3,2,Bangalore,26055000
1453,2,2,0,Bangalore,35615000
2328,3,3,2,Bangalore,74570000
1461,3,4,2,Bangalore,22310000
2202,3,3,1,Bangalore,60080000
1319,2,3,0,Bangalore,37690000
3362,3,3,1,Bangalore,83680000
2797,4,4,1,Bangalore,86170000
1999,4,4,3,Bangalore,30215000
3455,3,3,2,Bangalore,86500000
1354,3,4,1,Bangalore,37820000
1424,3,3,1,Bangalore,36730000
3085,4,5,1,Bangalore,70235000
1571,4,4,0,Bangalore,43010000
826,2,2,3,Bangalore,15830000
2074,3,4,2,Bangalore,47010000
1704,4,4,3,Bangalore,33985000
3213,5,5,0,Bangalore,121815000
2398,5,6,0,Bangalore,74430000
563,1,1,0,Bangalore,9960000
2015,3,4,3,Bangalore,52195000
2800,5,5,1,Bangalore,82105000
2338,3,4,1,Bangalore,49565000
2132,3,3,3,Bangalore,50015000
2689,3,3,3,Bangalore,93200000
3035,3,4,3,Bangalore,112770000
3475,3,3,3,Bangalore,116515000
3491,3,3,0,Bangalore,108500000
3417,5,6,2,Bangalore,122055000
1315,3,4,1,Bangalore,21955000
558,1,1,1,Bangalore,7610000
1077,2,2,2,Bangalore,26320000
1055,3,3,0,Bangalore,22550000
1328,3,3,0,Bangalore,33085000
1113,3,4,1,Bangalore,25555000
2789,3,4,1,Bangalore,92345000
1484,2,3,3,Bangalore,23685000
3374,5,5,1,Bangalore,92345000
2575,3,4,3,Bangalore,76800000
2841,3,4,1,Bangalore,106100000
1347,2,2,3,Bangalore,16390000
1202,2,2,0,Bangalore,16270000
2530,4,4,2,Bangalore,91420000
3120,4,4,1,Bangalore,90715000
581,2,2,0,Bangalore,10390000
1852,3,3,3,Bangalore,19510000
1190,2,2,1,Bangalore,23600000
1136,2,2,2,Bangalore,25470000
2017,3,4,3,Bangalore,45320000
2305,5,5,3,Bangalore,84070000
1561,3,4,3,Bangalore,37110000
1011,2,2,1,Bangalore,25420000
1234,2,3,0,Bangalore,35525000
1272,2,3,3,Bangalore,32150000
1416,2,2,2,Bangalore,32595000
2660,3,4,0,Bangalore,74705000
1261,2,2,2,Bangalore,14990000
801,2,2,0,Bangalore,16885000
2639,4,4,0,Bangalore,61635000
624,1,1,2,Bangalore,8045000
1221,2,2,1,Bangalore,31875000
1198,2,2,3,Bangalore,22860000
1584,3,4,3,Bangalore,33240000
3138,5,5,3,Bangalore,138995000
1488,2,3,3,Bangalore,40095000
1037,3,4,0,Bangalore,24680000
2609,4,4,3,Bangalore,82725000
2599,3,4,0,Bangalore,88670000
1705,3,3,1,Bangalore,19285000
558,1,1,2,Bangalore,11990000
2153,5,5,3,Bangalore,20835000
2174,5,5,3,Bangalore,27105000
3025,3,3,2,Bangalore,57755000
750,2,2,2,Bangalore,19485000
1695,5,5,2,Bangalore,47300000
2483,4,4,2,Bangalore,48780000
1730,3,3,0,Bangalore,40045000
1842,4,5,0,Bangalore,47830000
3322,4,4,0,Bangalore,61165000
2425,3,3,3,Bangalore,58085000
1025,3,3,0,Bangalore,25290000
2088,4,4,1,Bangalore,74075000
2487,4,5,3,Bangalore,52940000
3058,3,3,2,Bangalore,111020000
3208,4,4,2,Bangalore,62575000
541,1,1,3,Bangalore,6255000
3204,3,3,3,Bangalore,58485000
1322,3,3,0,Bangalore,26005000
1520,4,4,3,Bangalore,33790000
3383,4,5,1,Bangalore,113480000
727,1,2,0,Bangalore,13520000
756,1,2,1,Bangalore,16600000
2212,4,4,1,Bangalore,57885000
2461,4,4,2,Bangalore,47205000
2883,5,5,1,Bangalore,66105000
1993,3,3,0,Bangalore,71030000
3495,3,3,1,Bangalore,108875000
3465,4,5,0,Bangalore,105010000
1735,5,5,3,Bangalore,35710000
3138,3,3,1,Bangalore,63030000
2434,5,6,2,Bangalore,59020000
2686,3,4,0,Bangalore,62630000
2440,3,3,1,Bangalore,77310000
1828,3,4,2,Bangalore,38695000
2805,4,4,0,Bangalore,95650000
1161,2,2,1,Bangalore,21705000
2173,3,3,2,Bangalore,66755000
3063,3,3,0,Bangalore,87765000
2437,3,4,3,Bangalore,74760000
1830,3,3,2,Bangalore,45035000
1124,2,2,3,Bangalore,18500000
1014,3,3,0,Bangalore,22650000
3268,3,3,1,Bangalore,68835000
3003,3,3,2,Bangalore,119255000
3251,5,5,1,Bangalore,91115000
3193,5,6,2,Bangalore,59725000
3236,3,3,2,Bangalore,72320000
2799,5,5,3,Bangalore,48730000
2945,5,5,0,Bangalore,88780000
2401,4,4,2,Bangalore,75205000
1726,3,3,2,Bangalore,29075000
2781,3,3,3,Bangalore,88370000
2564,5,6,3,Bangalore,56730000
2731,3,3,2,Bangalore,96940000
3238,3,3,2,Bangalore,98650000
2754,4,4,0,Bangalore,113850000
1720,5,5,2,Bangalore,11900000
3181,3,3,2,Bangalore,77270000
2280,3,4,1,Bangalore,63260000
1485,3,4,0,Bangalore,12895000
2945,5,6,2,Bangalore,72135000
2051,3,4,3,Bangalore,44040000
3032,3,3,0,Bangalore,90400000
2640,3,4,0,Bangalore,37830000
1120,2,3,0,Bangalore,19805000
1916,3,3,2,Bangalore,48215000
1334,3,3,0,Bangalore,26440000
1964,4,4,3,Bangalore,47410000
1504,5,6,0,Bangalore,30840000
2456,3,3,1,Bangalore,81460000
1757,3,4,1,Bangalore,30330000
1503,4,4,2,Bangalore,21150000
1340,2,3,0,Bangalore,34540000
2840,5,6,3,Bangalore,66045000
2226,4,4,0,Bangalore,67200000
1055,2,2,3,Bangalore,13975000
3370,3,3,1,Bangalore,65465000
3430,3,4,0,Bangalore,96150000
2221,4,5,3,Bangalore,67675000
2984,4,4,1,Bangalore,81285000
1377,2,2,3,Bangalore,27665000
2715,4,4,2,Bangalore,90885000
729,2,3,3,Bangalore,13725000
2645,3,3,2,Bangalore,70335000
2323,5,5,1,Bangalore,57785000
1319,3,3,3,Bangalore,28465000
1489,2,2,0,Bangalore,23825000
2163,5,5,1,Bangalore,72615000
2426,5,6,3,Bangalore,56155000
906,2,2,0,Bangalore,24540000
560,2,2,3,Bangalore,15575000
2113,3,3,0,Bangalore,91455000
2762,3,3,0,Bangalore,79700000
2705,3,4,1,Bangalore,119565000
1527,3,3,3,Bangalore,40875000
2703,3,3,2,Bangalore,83975000
1986,3,3,1,Bangalore,47375000
559,2,3,2,Bangalore,11565000
2615,5,5,0,Bangalore,99010000
1735,5,5,0,Bangalore,46915000
1053,3,3,3,Bangalore,24885000
2875,4,5,1,Bangalore,80460000
2462,3,3,2,Bangalore,54920000
1711,4,5,3,Bangalore,27260000
2702,3,3,2,Bangalore,106040000
2929,3,3,2,Bangalore,100980000
2705,3,3,2,Bangalore,98345000
3343,3,4,1,Bangalore,87335000
3256,5,5,1,Bangalore,94975000
3492,3,3,0,Bangalore,107615000
2898,3,3,2,Bangalore,96305000
2925,5,5,2,Bangalore,105895000
3074,5,6,3,Bangalore,80390000
2238,3,3,3,Bangalore,69975000
3082,5,5,0,Bangalore,84025000
2209,5,5,2,Bangalore,41215000
610,1,1,2,Bangalore,16565000
1246,2,2,0,Bangalore,17665000
3356,3,3,2,Bangalore,88610000
1571,4,5,0,Bangalore,49525000
2255,4,4,1,Bangalore,64740000
2765,4,5,3,Bangalore,94020000
1664,4,5,1,Bangalore,33535000
1256,2,2,0,Bangalore,29090000
1893,3,3,0,Bangalore,42850000
2568,3,3,0,Bangalore,59030000
3171,3,4,2,Bangalore,117740000
3048,4,4,3,Bangalore,84840000
3046,3,3,1,Bangalore,22780000
1210,2,2,3,Bangalore,18490000
2722,4,5,3,Bangalore,70680000
1013,2,2,0,Bangalore,23070000
1055,2,3,2,Bangalore,19335000
3086,3,3,0,Bangalore,82855000
2482,4,4,1,Bangalore,83120000
2377,5,5,3,Bangalore,76655000
2519,3,4,2,Bangalore,86190000
764,1,1,2,Bangalore,17305000
1583,3,4,0,Bangalore,31720000
3369,3,3,3,Bangalore,146265000
761,1,1,2,Bangalore,17540000
3331,3,3,2,Bangalore,99910000
2806,3,3,1,Bangalore,122290000
2004,3,4,1,Bangalore,75675000
2798,4,4,2,Bangalore,48670000
1031,2,3,3,Bangalore,16175000
3249,5,5,1,Bangalore,144655000
1226,2,3,2,Bangalore,18315000
1152,2,2,3,Bangalore,22565000
1768,5,5,1,Bangalore,49385000
2072,5,6,0,Bangalore,55740000
1442,2,2,1,Bangalore,26485000
976,2,3,3,Bangalore,22195000
3498,5,6,1,Bangalore,105140000
1975,3,3,0,Bangalore,85510000
3268,4,4,1,Bangalore,100115000
1145,2,2,1,Bangalore,22255000
958,2,3,1,Bangalore,18835000
1912,3,3,2,Bangalore,51880000
1807,3,3,2,Bangalore,45100000
1094,3,4,3,Bangalore,25525000
1784,4,4,2,Bangalore,49865000
3388,3,3,3,Bangalore,83915000
1514,4,4,0,Bangalore,39375000
1626,3,3,0,Bangalore,42030000
2368,4,4,2,Bangalore,69125000
2402,3,3,0,Bangalore,49630000
971,3,3,1,Bangalore,17500000
2961,3,3,2,Bangalore,104575000
849,2,2,2,Bangalore,21050000
996,2,2,0,Bangalore,28015000
2696,3,3,2,Bangalore,61835000
2372,4,4,2,Bangalore,80580000
2830,3,4,2,Bangalore,121050000
737,2,3,1,Bangalore,15545000
1905,3,3,1,Bangalore,45245000
894,2,3,3,Bangalore,8430000
3251,3,3,3,Bangalore,100905000
2361,3,3,3,Bangalore,82050000
739,1,2,3,Bangalore,15440000
3164,3,3,1,Bangalore,95975000
694,1,1,1,Bangalore,15780000
3193,3,4,2,Bangalore,93295000
3366,4,4,1,Bangalore,46475000
947,3,3,1,Bangalore,23825000
3448,4,4,2,Bangalore,90530000
1799,5,5,2,Bangalore,70365000
3018,4,4,1,Bangalore,81965000
777,1,1,1,Bangalore,12000000
915,3,3,2,Bangalore,14935000
1039,3,4,2,Bangalore,31260000
1743,3,4,3,Bangalore,36495000
2134,3,4,1,Bangalore,80725000
2378,5,5,1,Bangalore,64785000
1071,2,2,0,Bangalore,25890000
1448,2,2,1,Bangalore,25295000
806,3,3,0,Bangalore,21405000
1896,4,4,0,Bangalore,32185000
2780,5,5,3,Bangalore,108020000
961,2,2,1,Bangalore,15970000
1765,3,4,2,Bangalore,45475000
2983,4,5,2,Bangalore,68795000
3407,4,4,1,Bangalore,78085000
651,1,1,3,Bangalore,14565000
1905,3,3,1,Bangalore,43610000
1531,3,4,1,Bangalore,31930000
3407,3,3,1,Bangalore,110505000
1686,4,4,1,Bangalore,50690000
2521,3,4,1,Bangalore,38290000
581,1,2,1,Bangalore,15235000
3048,3,3,1,Bangalore,66025000
3131,3,4,2,Bangalore,84615000
2722,3,3,1,Bangalore,51155000
849,3,3,1,Bangalore,28955000
2045,3,3,0,Bangalore,46825000
1668,5,5,1,Bangalore,39235000
1111,2,3,2,Bangalore,16140000
733,2,2,2,Bangalore,18495000
1421,2,2,0,Bangalore,24830000
1968,3,4,0,Bangalore,43130000
3004,3,3,3,Bangalore,42980000
3228,4,5,2,Bangalore,90910000
3315,3,3,1,Bangalore,76095000
2757,3,3,3,Bangalore,94645000
1304,3,3,1,Bangalore,26030000
884,2,3,1,Bangalore,14090000
2503,4,5,2,Bangalore,75235000
1478,3,3,1,Bangalore,33865000
2654,4,5,0,Bangalore,69095000
2801,5,5,1,Bangalore,80660000
1004,3,3,2,Bangalore,16020000
2069,3,3,2,Bangalore,56625000
2343,4,4,1,Bangalore,50860000
1749,5,5,3,Bangalore,32250000
3253,4,4,0,Bangalore,147565000
3203,3,3,1,Bangalore,33215000
2175,4,4,0,Bangalore,69550000
2675,5,6,0,Bangalore,32710000
3439,4,4,0,Bangalore,97730000
1712,4,4,1,Bangalore,45540000
2550,3,4,1,Bangalore,76640000
1033,3,3,3,Bangalore,20080000
2974,3,3,2,Bangalore,64490000
2635,5,5,3,Bangalore,84925000
2986,3,4,2,Bangalore,79825000
2496,3,3,3,Bangalore,80165000
2063,3,4,0,Bangalore,51820000
3178,4,4,3,Bangalore,78065000
1297,2,3,2,Bangalore,30810000
2952,3,4,2,Bangalore,141045000
1282,2,2,3,Bangalore,29695000
1416,2,2,2,Bangalore,37275000
2988,3,3,3,Bangalore,137900000
2341,5,6,1,Bangalore,57320000
2198,4,5,1,Bangalore,43815000
2971,3,3,0,Bangalore,108965000
3328,4,5,3,Bangalore,58430000
3263,4,4,2,Bangalore,67050000
538,2,2,3,Bangalore,12955000
2624,5,5,2,Bangalore,72895000
1942,4,5,3,Bangalore,43600000
2984,4,4,3,Bangalore,76145000
1744,5,6,0,Bangalore,25550000
3318,4,4,1,Bangalore,87315000
2367,4,4,0,Bangalore,63230000
2476,3,4,3,Bangalore,61335000
1437,2,2,2,Bangalore,30730000
1165,2,2,0,Bangalore,19650000
2574,3,3,2,Bangalore,68430000
601,1,1,1,Bangalore,15270000
1309,2,2,3,Bangalore,20455000
798,1,1,3,Bangalore,13515000
787,1,2,0,Bangalore,11710000
1591,3,3,1,Bangalore,38890000
2447,3,4,3,Bangalore,51195000
1458,3,3,2,Bangalore,35725000
2768,3,3,2,Bangalore,88730000
1447,3,3,3,Bangalore,32505000
2475,4,4,3,Bangalore,79215000
3002,3,3,0,Bangalore,106555000
2576,3,3,0,Bangalore,92995000
2355,5,5,0,Bangalore,89240000
1808,3,4,1,Bangalore,47580000
1225,3,3,2,Bangalore,24650000
1640,4,4,3,Bangalore,36230000
